WORD COUNT,WORD,TRANSLITERATION,TRANSLATION
3,Приемането,Priemaneto,
3,удобството,udobstvoto,
3,неоспоримо,neosporimo,
3,копнежа,kopnezha,
3,хълмове,halmove,
3,Е,E,
3,Истинските,Istinskite,
3,тръгнат,tragnat,
3,провалили,provalili,
3,контакти,kontakti,
3,расата,rasata,
3,най-после,nay-posle,
3,озовава,ozovava,
3,изоставили,izostavili,
3,прокажен,prokazhen,
3,Молбата,Molbata,
3,лишени,lisheni,
3,считани,schitani,
3,прокажените,prokazhenite,
3,сватбата,svatbata,
3,подложена,podlozhena,
3,косата,kosata,
3,откривам,otkrivam,
3,очисти,ochisti,
3,допира,dopira,
3,налагаме,nalagame,
3,товара,tovara,
3,товарите,tovarite,
3,желаел,zhelael,
3,заплати,zaplati,
3,бит,bit,
3,изцелихме,iztselihme,
3,Дърводелецо,Darvodeletso,
3,поправени,popraveni,
3,Гроувър,Grouvar,
3,неприятни,nepriyatni,
3,абсолютната,absolyutnata,
3,хилядолетия,hilyadoletiya,
3,мотиви,motivi,
3,поддава,poddava,
3,служителя,sluzhitelya,
3,предвидени,predvideni,
3,изобилстват,izobilstvat,
3,валидни,validni,
3,различаваме,razlichavame,
3,лъже,lazhe,
3,укрепвана,ukrepvana,
3,честта,chestta,
3,претърпя,pretarpya,
3,операции,operatsii,
3,харесваме,haresvame,
3,пеете,peete,
3,Хуманитарните,Humanitarnite,
3,засегнатите,zasegnatite,
3,оказаха,okazaha,
3,националност,natsionalnost,
3,възгледи,vazgledi,
3,древния,drevniya,
3,даренията,dareniyata,
3,хранилища,hranilishta,
3,400,400,
3,доклад,doklad,
3,Обединените,Obedinenite,
3,дължат,dalzhat,
3,Лепута,Leputa,
3,Жителите,Zhitelite,
3,достигат,dostigat,
3,работили,rabotili,
3,дълбок,dalbok,
3,посвещават,posveshtavat,
3,благотворителни,blagotvoritelni,
3,връхлети,vrahleti,
3,ураган,uragan,
3,стоките,stokite,
3,пострадали,postradali,
3,жилетки,zhiletki,
3,Помагащи,Pomagashti,
3,земите,zemite,
3,зала,zala,
3,небе,nebe,
3,изречените,izrechenite,
3,родиш,rodish,
3,увеличаващата,uvelichavashtata,
3,легло,leglo,
3,щастливите,shtastlivite,
3,Последните,Poslednite,
3,наложена,nalozhena,
3,присъда,prisada,
3,разтворят,raztvoryat,
3,по-ниско,po-nisko,
3,остани,ostani,
3,плаща,plashta,
3,представянето,predstavyaneto,
3,попитам,popitam,
3,Твое,Tvoe,
3,придвижваме,pridvizhvame,
3,достигаме,dostigame,
3,Дай,Day,
3,земната,zemnata,
3,нечистота,nechistota,
3,гонг,gong,
3,Замислих,Zamislih,
3,покая,pokaya,
3,преследван,presledvan,
3,отнето,otneto,
3,отрека,otreka,
3,оценявам,otsenyavam,
3,постоянните,postoyannite,
3,груба,gruba,
3,осигуряването,osiguryavaneto,
3,обръщахме,obrashtahme,
3,сключих,sklyuchih,
3,Борбата,Borbata,
3,преживее,prezhivee,
3,страсти,strasti,
3,убежденията,ubezhdeniyata,
3,планета,planeta,
3,вземането,vzemaneto,
3,преодолявате,preodolyavate,
3,срещнете,sreshtnete,
3,Славата,Slavata,
3,забелязваме,zabelyazvame,
3,виртуална,virtualna,
3,Последно,Posledno,
3,обземат,obzemat,
3,подчиним,podchinim,
3,изучавайте,izuchavayte,
3,Приятели,Priyateli,
3,околностите,okolnostite,
3,порицава,poritsava,
3,отрекат,otrekat,
3,контролират,kontrolirat,
3,страстите,strastite,
3,гредата,gredata,
3,светска,svetska,
3,отхвърлим,othvarlim,
3,социалния,sotsialniya,
3,забравени,zabraveni,
3,Същите,Sashtite,
3,обезсърчени,obezsarcheni,
3,извършили,izvarshili,
3,потърсите,potarsite,
3,мислете,mislete,
3,преодолеете,preodoleete,
3,позволите,pozvolite,
3,предана,predana,
3,запазя,zapazya,
3,сравнява,sravnyava,
3,пустош,pustosh,
3,строителните,stroitelnite,
3,разширяват,razshiryavat,
3,присъствахме,prisastvahme,
3,безценен,beztsenen,
3,Знаехме,Znaehme,
3,възкръснал,vazkrasnal,
3,опознаем,opoznaem,
3,вкус,vkus,
3,вслушват,vslushvat,
3,подтикнати,podtiknati,
3,обясняваме,obyasnyavame,
3,Стремите,Stremite,
3,морално,moralno,
3,обществените,obshtestvenite,
3,посещавате,poseshtavate,
3,Утре,Utre,
3,обичайното,obichaynoto,
3,запази,zapazi,
3,донася,donasya,
3,сановете,sanovete,
3,полученото,poluchenoto,
3,инциденти,intsidenti,
3,спестявания,spestyavaniya,
3,жизненоважна,zhiznenovazhna,
3,увещание,uveshtanie,
3,Послания,Poslaniya,
3,Мак,Mak,
3,предопределен,predopredelen,
3,Усетих,Usetih,
3,преместят,premestyat,
3,пристига,pristiga,
3,посещавах,poseshtavah,
3,прочита,prochita,
3,яркост,yarkost,
3,посочвайки,posochvayki,
3,секти,sekti,
3,предубеждения,predubezhdeniya,
3,предадена,predadena,
3,златни,zlatni,
3,предадено,predadeno,
3,избавиш,izbavish,
3,желаеш,zhelaesh,
3,1844,1844,
3,Седмица,Sedmitsa,
3,Картидж,Kartidzh,
3,убити,ubiti,
3,извади,izvadi,
3,съдържаше,sadarzhashe,
3,дрехите,drehite,
3,заплатена,zaplatena,
3,отправен,otpraven,
3,Прочее,Prochee,
3,принесем,prinesem,
3,изключителните,izklyuchitelnite,
3,убеден,ubeden,
3,спохожда,spohozhda,
3,заслепени,zaslepeni,
3,изцелим,iztselim,
3,знайни,znayni,
3,оногова,onogova,
3,сблъскваме,sblaskvame,
3,нараняваме,naranyavame,
3,негативно,negativno,
3,продължаващите,prodalzhavashtite,
3,зает,zaet,
3,Продължаваме,Prodalzhavame,
3,Осъзнаваме,Osaznavame,
3,считам,schitam,
3,отложи,otlozhi,
3,корона,korona,
3,тръгнем,tragnem,
3,приоритетите,prioritetite,
3,осъзнавах,osaznavah,
3,заплахи,zaplahi,
3,жестоки,zhestoki,
3,Размишлявайки,Razmishlyavayki,
3,намеси,namesi,
3,кръга,kraga,
3,клапата,klapata,
3,Беатрис,Beatris,
3,очилата,ochilata,
3,шофира,shofira,
3,помолим,pomolim,
3,неохотно,neohotno,
3,Сао,Sao,
3,Дамазио,Damazio,
3,поискала,poiskala,
3,проникна,pronikna,
3,Дух…,Duh…,
3,променящите,promenyashtite,
3,объркан,obarkan,
3,Утешителят,Uteshitelyat,
3,поели,poeli,
3,главните,glavnite,
3,проникне,pronikne,
3,тихия,tihiya,
3,Основното,Osnovnoto,
3,нужен,nuzhen,
3,предизвикателства,predizvikatelstva,
3,следваща,sledvashta,
3,величествени,velichestveni,
3,Верни,Verni,
3,предстоящи,predstoyashti,
3,Следните,Slednite,
3,тиха,tiha,
3,Такава,Takava,
3,Опитът,Opitat,
3,Каквато,Kakvato,
3,молеше,moleshe,
3,вота,vota,
3,Дъглас,Daglas,
3,Матю,Matyu,
3,Фредерик,Frederik,
3,III,III,
3,Гилбърт,Gilbart,
3,Джаред,Dzhared,
3,чудната,chudnata,
3,отхвърлени,othvarleni,
3,Йезекиил,Yezekiil,
3,заровени,zaroveni,
3,1827,1827,
3,разкопки,razkopki,
3,тежък,tezhak,
3,фермата,fermata,
3,отпечатани,otpechatani,
3,набъбва,nababva,
3,кураж,kurazh,
3,невъзможни,nevazmozhni,
3,2014,2014,
3,объркващ,obarkvasht,
3,конкретен,konkreten,
3,любимия,lyubimiya,
3,вътрешният,vatreshniyat,
3,вкусва,vkusva,
3,носещ,nosesht,
3,направих,napravih,
3,висок,visok,
3,Посредством,Posredstvom,
3,осъществени,osashtestveni,
3,умолявал,umolyaval,
3,Статуята,Statuyata,
3,остър,ostar,
3,изтърпял,iztarpyal,
3,ясните,yasnite,
3,обединяването,obedinyavaneto,
3,даващата,davashtata,
3,ключов,klyuchov,
3,по-смирени,po-smireni,
3,запознах,zapoznah,
3,Дона,Dona,
3,недостатъчност,nedostatachnost,
3,случваше,sluchvashe,
3,ускоря,uskorya,
3,трагедията,tragediyata,
3,преследва,presledva,
3,вършиш,varshish,
3,дълготърпението,dalgotarpenieto,
3,обречени,obrecheni,
3,Копнеем,Kopneem,
3,наскърбява,naskarbyava,
3,поема,poema,
3,нуждаех,nuzhdaeh,
3,влоши,vloshi,
3,останалото,ostanaloto,
3,пето,peto,
3,зва,zva,
3,цигарите,tsigarite,
3,Най-голямата,Nay-golyamata,
3,имунизирани,imunizirani,
3,Уилфърд,Uilfard,
3,посоки,posoki,
3,юг,yug,
3,изток,iztok,
3,показано,pokazano,
3,издигнем,izdignem,
3,издигнати,izdignati,
3,Желая,Zhelaya,
3,усърдието,usardieto,
3,строителство,stroitelstvo,
3,оглед,ogled,
3,оценката,otsenkata,
3,инженери,inzheneri,
3,опитни,opitni,
3,работници,rabotnitsi,
3,1893,1893,
3,стигна,stigna,
3,сеизмично,seizmichno,
3,величествен,velichestven,
3,база,baza,
3,разочарованията,razocharovaniyata,
3,лига,liga,
3,бореше,boreshe,
3,мрачните,mrachnite,
3,преминала,preminala,
3,виждала,vizhdala,
3,стремейки,stremeyki,
3,Основа,Osnova,
3,вяра…,vyara…,
3,изразим,izrazim,
3,съградени,sagradeni,
3,честваме,chestvame,
3,лъка,laka,
3,моделите,modelite,
3,възвръща,vazvrashta,
3,клонки,klonki,
3,възхваляват,vazhvalyavat,
3,авторът,avtorat,
3,великденско,velikdensko,
3,небесното,nebesnoto,
3,неделята,nedelyata,
3,светеше,sveteshe,
3,Начинателят,Nachinatelyat,
3,масата,masata,
3,движат,dvizhat,
3,най-малката,nay-malkata,
3,разочарова,razocharova,
3,обогатяват,obogatyavat,
3,тревожност,trevozhnost,
3,патриархалните,patriarhalnite,
3,патриархалната,patriarhalnata,
3,Напомня,Napomnya,
3,внася,vnasya,
3,преподавам,prepodavam,
3,съслужители,sasluzhiteli,
3,континенти,kontinenti,
3,животните,zhivotnite,
3,съвпадат,savpadat,
3,послушанието,poslushanieto,
3,първоначалната,parvonachalnata,
3,упълномощени,upalnomoshteni,
3,насочвани,nasochvani,
3,официална,ofitsialna,
3,образователни,obrazovatelni,
3,Общество,Obshtestvo,
3,санове,sanove,
3,изслушваме,izslushvame,
3,Алисън,Alisan,
3,следи,sledi,
3,Стани,Stani,
3,върти,varti,
3,поемем,poemem,
3,приноса,prinosa,
3,доктринална,doktrinalna,
3,културните,kulturnite,
3,изпълних,izpalnih,
3,възрадват,vazradvat,
3,построиха,postroiha,
3,явявам,yavyavam,
3,говорено,govoreno,
3,промисъл,promisal,
3,създадат,sazdadat,
3,отваряме,otvaryame,
3,носеха,noseha,
3,старши,starshi,
3,служби,sluzhbi,
3,функции,funktsii,
3,провеждане,provezhdane,
3,проповядване,propovyadvane,
3,постановява,postanovyava,
3,постили,postili,
3,Коринт,Korint,
3,обявявам,obyavyavam,
3,обединим,obedinim,
3,умоляваме,umolyavame,
3,Разпети,Razpeti,
3,икономиката,ikonomikata,
3,обличаме,oblichame,
3,мери,meri,
3,територии,teritorii,
3,1833,1833,
3,установяват,ustanovyavat,
3,домакин,domakin,
3,олимпийски,olimpiyski,
3,съдии,sadii,
3,длъжностни,dlazhnostni,
3,международен,mezhdunaroden,
3,рода,roda,
3,Ничия,Nichiya,
3,усилват,usilvat,
3,армии,armii,
3,Изтичах,Iztichah,
3,фенерчето,fenercheto,
3,новият,noviyat,
3,обявява,obyavyava,
3,проводник,provodnik,
3,Откъде,Otkade,
3,избрала,izbrala,
3,Направих,Napravih,
3,напуснах,napusnah,
3,доближи,doblizhi,
3,възпирани,vazpirani,
3,християнството,hristiyanstvoto,
3,останалата,ostanalata,
3,вируса,virusa,
3,копнежите,kopnezhite,
3,разбирания,razbiraniya,
3,институции,institutsii,
3,означават,oznachavat,
3,бързаме,barzame,
3,Приблизително,Priblizitelno,
3,развърже,razvarzhe,
3,преображението,preobrazhenieto,
3,пробужда,probuzhda,
3,съкровените,sakrovenite,
3,безкористна,bezkoristna,
3,изявления,izyavleniya,
3,съществуващите,sashtestvuvashtite,
3,обявяването,obyavyavaneto,
3,Основните,Osnovnite,
3,променяни,promenyani,
3,унищожението,unishtozhenieto,
3,епидемии,epidemii,
3,недостиг,nedostig,
3,по-различно,po-razlichno,
3,чувани,chuvani,
3,стремежи,stremezhi,
3,изумителна,izumitelna,
3,Апостолите,Apostolite,
3,разтваряме,raztvaryame,
3,криза,kriza,
3,откровителите,otkrovitelite,
3,1995,1995,
3,Потвърждаваме,Potvarzhdavame,
3,Земята,Zemyata,
3,1:10,1:10,
3,напомнено,napomneno,
3,История,Istoriya,
3,пречистени,prechisteni,
3,26:33,26:33,
3,изложени,izlozheni,
3,избавени,izbaveni,
3,подпомагат,podpomagat,
3,роби,robi,
3,Помага,Pomaga,
3,1994,1994,
3,представител,predstavitel,
3,Продължаващото,Prodalzhavashtoto,
3,1978,1978,
3,значителни,znachitelni,
3,обсъжданията,obsazhdaniyata,
3,получавани,poluchavani,
3,благослов,blagoslov,
3,възлага,vazlaga,
3,изпълня,izpalnya,
3,получавах,poluchavah,
3,следвах,sledvah,
3,отряд,otryad,
3,Сантяго,Santyago,
3,екипировката,ekipirovkata,
3,преживеем,prezhiveem,
3,градушки,gradushki,
3,заудрят,zaudryat,
3,обяснения,obyasneniya,
3,разни,razni,
3,облекчи,oblekchi,
3,тегоби,tegobi,
3,Хубаво,Hubavo,
3,Вземаме,Vzemame,
3,говорене,govorene,
3,Хариет,Hariet,
3,Приемаме,Priemame,
3,правейки,praveyki,
3,неочакваните,neochakvanite,
3,Свети,Sveti,
3,ценности,tsennosti,
3,безценно,beztsenno,
3,спират,spirat,
3,оставил,ostavil,
3,Корея,Koreya,
3,Латвия,Latviya,
3,семейното,semeynoto,
3,подгответе,podgotvete,
3,несравними,nesravnimi,
3,терзанията,terzaniyata,
3,преуспяват,preuspyavat,
3,Заповедите,Zapovedite,
3,подсили,podsili,
3,оставили,ostavili,
3,самооценка,samootsenka,
3,неволи,nevoli,
3,Парагвай,Paragvay,
3,неспособността,nesposobnostta,
3,зададох,zadadoh,
3,споделиха,spodeliha,
3,влагаме,vlagame,
3,Дарът,Darat,
3,пеша,pesha,
3,Маккей,Makkey,
3,стотиците,stotitsite,
3,егоистични,egoistichni,
3,младо,mlado,
3,по-открити,po-otkriti,
3,казвали,kazvali,
3,устойчивостта,ustoychivostta,
3,осезаемо,osezaemo,
3,останала,ostanala,
3,отворил,otvoril,
3,мъки,maki,
3,вслушаш,vslushash,
3,проповядващи,propovyadvashti,
3,предназначен,prednaznachen,
3,увеличаваща,uvelichavashta,
3,Скърбя,Skarbya,
3,придвижва,pridvizhva,
3,маски,maski,
3,затворим,zatvorim,
3,хванат,hvanat,
3,ефективен,efektiven,
3,изследвам,izsledvam,
3,Обърнете,Obarnete,
3,признаваме,priznavame,
3,напредваше,napredvashe,
3,материалната,materialnata,
3,самодоволство,samodovolstvo,
3,светилниците,svetilnitsite,
3,купят,kupyat,
3,най-малко,nay-malko,
3,доказваме,dokazvame,
3,събралите,sabralite,
3,героично,geroichno,
3,Университета,Universiteta,
3,средно,sredno,
3,постижимо,postizhimo,
3,изкачването,izkachvaneto,
3,честността,chestnostta,
3,огледала,ogledala,
3,съдействат,sadeystvat,
3,несъвършено,nesavarsheno,
3,съгласи,saglasi,
3,издържливост,izdarzhlivost,
3,християнство,hristiyanstvo,
3,успокояващо,uspokoyavashto,
3,огнени,ogneni,
3,побеждават,pobezhdavat,
3,произлизат,proizlizat,
3,изненадана,iznenadana,
3,Забелязах,Zabelyazah,
3,господин,gospodin,
3,появиха,poyaviha,
3,придобие,pridobie,
3,Праведността,Pravednostta,
3,Кейн,Keyn,
3,индианците,indiantsite,
3,остатъци,ostatatsi,
3,прага,praga,
3,историческия,istoricheskiya,
3,многообразието,mnogoobrazieto,
3,Франциско,Frantsisko,
3,тонгански,tonganski,
3,юдеи,yudei,
3,несъвместими,nesavmestimi,
3,Културата,Kulturata,
3,цвета,tsveta,
3,надарявания,nadaryavaniya,
3,изкачва,izkachva,
3,храст,hrast,
3,обувките,obuvkite,
3,средството,sredstvoto,
3,ограничен,ogranichen,
3,Хамилтън,Hamiltan,
3,подновят,podnovyat,
3,загубите,zagubite,
3,постоянстваме,postoyanstvame,
3,омразата,omrazata,
3,Цезаря,Tsezarya,
3,вражди,vrazhdi,
3,нарушава,narushava,
3,властите,vlastite,
3,забравили,zabravili,
3,неправди,nepravdi,
3,расизма,rasizma,
3,следвало,sledvalo,
3,предразсъдъците,predrazsadatsite,
3,Уитни,Uitni,
3,класи,klasi,
3,светската,svetskata,
3,Бейкър,Beykar,
3,вярване,vyarvane,
3,компенсират,kompensirat,
3,понесем,ponesem,
3,нареченото,narechenoto,
3,съграждани,sagrazhdani,
3,допринасяме,doprinasyame,
3,Кристиан,Kristian,
3,невероятен,neveroyaten,
3,провери,proveri,
3,облече,obleche,
3,останеш,ostanesh,
3,раздавам,razdavam,
3,но…,no…,
3,изненадан,iznenadan,
3,запишат,zapishat,
3,поднос,podnos,
3,помислим,pomislim,
3,Мисията,Misiyata,
3,притежаването,pritezhavaneto,
3,съседите,sasedite,
3,сключва,sklyuchva,
3,втория,vtoriya,
3,Помните,Pomnite,
3,Антарктика,Antarktika,
3,престой,prestoy,
3,седмично,sedmichno,
3,седемте,sedemte,
3,мяра,myara,
3,резерв,rezerv,
3,материална,materialna,
3,елемента,elementa,
3,изправяме,izpravyame,
3,пора,pora,
3,Изумително,Izumitelno,
3,наука,nauka,
3,Спасението,Spasenieto,
3,злощастия,zloshtastiya,
3,неописуема,neopisuema,
3,предназначена,prednaznachena,
3,Сингапур,Singapur,
3,южна,yuzhna,
3,Индия,Indiya,
3,неотдавна,neotdavna,
3,назидава,nazidava,
3,преподавано,prepodavano,
3,феномен,fenomen,
3,отбелязват,otbelyazvat,
3,Сидни,Sidni,
3,приятелството,priyatelstvoto,
3,опасността,opasnostta,
3,установен,ustanoven,
3,преследвания,presledvaniya,
3,подобряват,podobryavat,
3,връщаме,vrashtame,
3,изглеждало,izglezhdalo,
3,блокове,blokove,
3,ловят,lovyat,
3,пая,paya,
3,the,the,
3,гребат,grebat,
3,Добрите,Dobrite,
3,неудобно,neudobno,
3,колективни,kolektivni,
3,смирената,smirenata,
3,несравнимата,nesravnimata,
3,представях,predstavyah,
3,по-големият,po-golemiyat,
3,счупи,schupi,
3,обувката,obuvkata,
3,икономика,ikonomika,
3,събираше,sabirashe,
3,Минаха,Minaha,
3,търговец,targovets,
3,пианото,pianoto,
3,паднало,padnalo,
3,отсега,otsega,
3,усили,usili,
3,прибежище,pribezhishte,
3,Велик,Velik,
3,предшестват,predshestvat,
3,хвърлят,hvarlyat,
3,Брус,Brus,
3,7:11,7:11,
3,основал,osnoval,
3,имащи,imashti,
3,Противопоставянето,Protivopostavyaneto,
3,1849,1849,
3,съчувствам,sachuvstvam,
3,надеждите,nadezhdite,
3,Настоящата,Nastoyashtata,
3,коловете,kolovete,
3,издържат,izdarzhat,
3,по-подготвени,po-podgotveni,
3,сложните,slozhnite,
3,страхуват,strahuvat,
3,пределни,predelni,
3,тревожни,trevozhni,
3,Илинойс,Ilinoys,
3,ваксини,vaksini,
3,върнах,varnah,
3,кея,keya,
3,потъне,potane,
3,псалмописецът,psalmopisetsat,
3,непорочни,neporochni,
3,усетихме,usetihme,
3,по-малките,po-malkite,
3,домашно,domashno,
3,лявата,lyavata,
3,обременяват,obremenyavat,
3,Следваме,Sledvame,
3,отказват,otkazvat,
3,Светлина,Svetlina,
3,изумително,izumitelno,
3,хилядолетното,hilyadoletnoto,
3,обещае,obeshtae,
3,внучка,vnuchka,
3,Усилията,Usiliyata,
3,понасят,ponasyat,
3,замества,zamestva,
3,амбиция,ambitsiya,
3,благославял,blagoslavyal,
3,нарушил,narushil,
3,лутате,lutate,
3,абсолютни,absolyutni,
3,откликваме,otklikvame,
3,четвърто,chetvarto,
3,двора,dvora,
3,корените,korenite,
3,Причината,Prichinata,
3,вдига,vdiga,
3,устоял,ustoyal,
3,горчивата,gorchivata,
3,Рядко,Ryadko,
3,пресъздават,presazdavat,
3,покорен,pokoren,
3,дейно,deyno,
3,предизвиква,predizvikva,
3,кротките,krotkite,
3,миротворците,mirotvortsite,
3,философия,filosofiya,
3,получиха,poluchiha,
3,порта,porta,
3,фондове,fondove,
3,освещаваща,osveshtavashta,
3,погребения,pogrebeniya,
3,тъмница,tamnitsa,
3,противници,protivnitsi,
3,Втори,Vtori,
3,Кейтлин,Keytlin,
3,растях,rastyah,
3,Спомних,Spomnih,
3,Давай,Davay,
3,Търсенето,Tarseneto,
3,изпитване,izpitvane,
3,Продължавайки,Prodalzhavayki,
3,Праведният,Pravedniyat,
3,хвърли,hvarli,
3,Тората,Torata,
3,институция,institutsiya,
3,общува,obshtuva,
3,обвиняват,obvinyavat,
3,съдят,sadyat,
3,угоди,ugodi,
3,надарен,nadaren,
3,отслабнат,otslabnat,
3,микровълнова,mikrovalnova,
3,стигнах,stignah,
3,Тайланд,Tayland,
3,фонд,fond,
3,чакате,chakate,
3,подхранваме,podhranvame,
3,крила,krila,
3,Представях,Predstavyah,
3,Молих,Molih,
3,Чудех,Chudeh,
3,тичане,tichane,
3,Какъвто,Kakavto,
3,първостепенна,parvostepenna,
3,Него2,Nego2,
3,бойно,boyno,
3,караме,karame,
3,избер,izber,
3,любимата,lyubimata,
3,Хамънд,Hamand,
3,изпитвали,izpitvali,
3,Чух,Chuh,
3,вслушаме,vslushame,
3,Учените,Uchenite,
3,проявявате,proyavyavate,
3,присъединили,prisaedinili,
3,подиграваха,podigravaha,
3,приобщаване,priobshtavane,
3,нападения,napadeniya,
3,даваха,davaha,
3,проваляме,provalyame,
3,Макс,Maks,
3,10-те,10-te,
3,усетят,usetyat,
3,списъка,spisaka,
3,Камил,Kamil,
3,Портър,Portar,
3,Ейми,Eymi,
3,предателството,predatelstvoto,
3,теория,teoriya,
3,съвремие,savremie,
3,очаквайте,ochakvayte,
3,господство,gospodstvo,
3,нуждаел,nuzhdael,
3,взря,vzrya,
3,очакваше,ochakvashe,
3,стани,stani,
3,служехме,sluzhehme,
3,Хедър,Hedar,
3,момченце,momchentse,
3,попитахме,popitahme,
3,преодолее,preodolee,
3,of,of,
3,геноцида,genotsida,
3,Решението,Reshenieto,
3,научила,nauchila,
3,Мамо,Mamo,
3,Мерла,Merla,
3,податливи,podatlivi,
3,сливат,slivat,
3,осъжда,osazhda,
3,предимства,predimstva,
3,предпазваме,predpazvame,
3,нямали,nyamali,
3,безкористно,bezkoristno,
3,подхождаме,podhozhdame,
3,Щастието,Shtastieto,
3,смятайки,smyatayki,
3,небесата…,nebesata…,
3,Мутомбо,Mutombo,
3,селото,seloto,
3,видими,vidimi,
3,фарисеите,fariseite,
3,Кананга,Kananga,
3,отсъди,otsadi,
3,чакане,chakane,
3,крайно,krayno,
3,прощавам,proshtavam,
3,простъпките,prostapkite,
3,грижата,grizhata,
3,координира,koordinira,
3,пълнолетен,palnoleten,
3,изградят,izgradyat,
3,висше,visshe,
3,съветвайте,savetvayte,
3,вътрешна,vatreshna,
3,сключа,sklyucha,
3,Западна,Zapadna,
3,победили,pobedili,
3,дало,dalo,
3,противоречат,protivorechat,
3,аспекта,aspekta,
3,футболното,futbolnoto,
3,искаха,iskaha,
3,потъваше,potavashe,
3,протегна,protegna,
3,broadcasts.ChurchofJesusChrist.org,broadcasts.ChurchofJesusChrist.org,
3,Победата,Pobedata,
3,служещият,sluzheshtiyat,
3,помолиха,pomoliha,
3,Същото,Sashtoto,
3,вечерна,vecherna,
3,нашироко,nashiroko,
3,неопетнен,neopetnen,
3,загубиха,zagubiha,
3,духом,duhom,
3,гробница,grobnitsa,
3,гробът,grobat,
3,изненадах,iznenadah,
3,невярващ,nevyarvasht,
3,изгубила,izgubila,
3,поел,poel,
3,простичък,prostichak,
3,впускаме,vpuskame,
3,Седях,Sedyah,
3,победил,pobedil,
3,Хаслър,Haslar,
3,неизменно,neizmenno,
3,Таниела,Taniela,
3,отслужвах,otsluzhvah,
3,глупавият,glupaviyat,
3,посрещна,posreshtna,
3,вестник,vestnik,
3,впечатлен,vpechatlen,
3,вслушвам,vslushvam,
3,Единственото,Edinstvenoto,
3,Ходатай,Hodatay,
3,Никое,Nikoe,
3,потенциална,potentsialna,
3,достоверни,dostoverni,
3,партия,partiya,
3,гражданите,grazhdanite,
3,поправки,popravki,
3,Първи,Parvi,
3,краля,kralya,
3,съвкупността,savkupnostta,
3,разпоредби,razporedbi,
3,застъпваме,zastapvame,
3,гражданските,grazhdanskite,
3,партии,partii,
3,правилни,pravilni,
3,знамения,znameniya,
3,Първоначално,Parvonachalno,
3,токът,tokat,
3,оборудване,oborudvane,
3,посветили,posvetili,
3,55,55,
3,спускане,spuskane,
3,пещерата,peshterata,
3,слънчевата,slanchevata,
3,ход,hod,
3,непредизвикани,nepredizvikani,
3,заветният,zavetniyat,
3,усъвършенствани,usavarshenstvani,
3,невиждано,nevizhdano,
3,Знамето,Znameto,
3,Тейлър,Teylar,
3,произтичат,proiztichat,
3,замисли,zamisli,
3,изразя,izrazya,
3,чистото,chistoto,
3,потърсили,potarsili,
3,спазвал,spazval,
3,разрешение,razreshenie,
3,удовлетвореност,udovletvorenost,
3,дьо,dyo,
3,спряло,spryalo,
3,Наин,Nain,
3,издържи,izdarzhi,
3,наклона,naklona,
3,BYU–Pathway,BYU–Pathway,
3,деноминация,denominatsiya,
3,Лопез,Lopez,
3,рисунка,risunka,
3,прочел,prochel,
3,спрели,spreli,
3,разчитат,razchitat,
3,мотивацията,motivatsiyata,
3,разговорът,razgovorat,
3,пиша,pisha,
3,Лазар,Lazar,
3,зона,zona,
3,пиринч,pirinch,
3,слаба,slaba,
3,пръчка,prachka,
3,постижими,postizhimi,
3,моментът,momentat,
3,по-маловажни,po-malovazhni,
3,глобално,globalno,
3,откликва,otklikva,
3,Афганистан,Afganistan,
3,Испания,Ispaniya,
3,Джаджу,Dzhadzhu,
3,земетресението,zemetresenieto,
3,критично,kritichno,
3,предрече,predreche,
3,оказа,okaza,
3,нахранва,nahranva,
3,Лиахоната,Liahonata,
3,законоучителите,zakonouchitelite,
3,съгрешавай,sagreshavay,
3,Прошката,Proshkata,
3,Либерия,Liberiya,
3,Пътя,Patya,
3,Променете,Promenete,
3,свидетеля,svidetelya,
3,Автор,Avtor,
3,завладяващи,zavladyavashti,
3,героични,geroichni,
3,напише,napishe,
3,загина,zagina,
3,напишем,napishem,
3,отслабват,otslabvat,
3,изграждам,izgrazhdam,
3,руснаци,rusnatsi,
3,финландците,finlandtsite,
3,финландци,finlandtsi,
3,руснаците,rusnatsite,
3,сушата,sushata,
3,правилна,pravilna,
3,разрушителни,razrushitelni,
3,размирен,razmiren,
3,подсилване,podsilvane,
3,сключите,sklyuchite,
3,увери,uveri,
3,Доверието,Doverieto,
3,напуснал,napusnal,
3,Юбанк,Yubank,
3,принесете,prinesete,
3,подпомагаща,podpomagashta,
3,британското,britanskoto,
3,капана,kapana,
3,99,99,
3,ураганите,uraganite,
3,капака,kapaka,
3,четвъртата,chetvartata,
3,подлежи,podlezhi,
3,преговори,pregovori,
3,Пифао,Pifao,
3,прати,prati,
3,обръщайте,obrashtayte,
3,наречем,narechem,
3,Дъг,Dag,
3,Кей,Key,
3,Кристин,Kristin,
3,Ходете,Hodete,
3,обвинения,obvineniya,
3,часът,chasat,
3,братовчеди,bratovchedi,
3,Алонсо,Alonso,
3,Дъфи,Dafi,
3,смирим,smirim,
3,публика,publika,
3,сол,sol,
3,Чакащи,Chakashti,
3,Уинай,Uinay,
3,по-широко,po-shiroko,
3,Уилфрид,Uilfrid,
3,прекратите,prekratite,
3,полувреме,poluvreme,
3,всекидневното,vsekidnevnoto,
3,кралят,kralyat,
3,Самад,Samad,
3,дарението,darenieto,
3,Стрелката,Strelkata,
