WORD COUNT,WORD,TRANSLITERATION,LEMMA,TRANSLATION
4,наша,nasha,наша,
4,изграждаме,izgrazhdame,изграждаме,
4,неговият,negoviyat,негов,
4,дарения,dareniya,даря,
4,върши,varshi,върша,
4,укрепват,ukrepvat,укрепват,
4,урок,urok,урок,
4,състрадание,sastradanie,състрадание,
4,отидем,otidem,отида,
4,Негов,Negov,негов,
4,брой,broy,брой,
4,пише,pishe,пиша,
4,някакъв,nyakakav,някакъв,
4,страдаме,stradame,страдаме,
4,взаимно,vzaimno,взаимен,
4,изпълнени,izpalneni,изпълня,
4,милосърдие,milosardie,милосърдие,
4,най-великите,nay-velikite,най-велик,
4,подготвяме,podgotvyame,подготвяме,
4,внуци,vnutsi,внук,
4,пея,peya,пея,
4,обичам,obicham,обичам,
4,вдъхновени,vdahnoveni,вдъхновен,
4,желязо,zhelyazo,желязо,
4,обширно,obshirno,обширен,
4,здание,zdanie,здание,
4,дума,duma,дума,
4,увещава,uveshtava,увещава,
4,въздействащ,vazdeystvasht,въздействам,
4,уповаваме,upovavame,уповаваме,
4,създава,sazdava,създавам,
4,сключват,sklyuchvat,сключвам,
4,светските,svetskite,светските,
4,канят,kanyat,каня,
4,молитви,molitvi,молитва,
4,участие,uchastie,участие,
4,забелязал,zabelyazal,забележа,
4,убеждение,ubezhdenie,убеждение,
4,конкретно,konkretno,конкретен,
4,общо,obshto,общ,
4,основните,osnovnite,основен,
4,напредваме,napredvame,напредвам,
4,оставаме,ostavame,оставаме,
4,гласи,glasi,глася,
4,спомена,spomena,спомена,
4,личната,lichnata,личен,
4,живите,zhivite,жив,
4,свети,sveti,свети,
4,държим,darzhim,държим,
4,именно,imenno,именно,
4,молим,molim,моля,
4,уникално,unikalno,уникален,
4,Негово,Negovo,не́гов,
4,останем,ostanem,остана,
4,злото,zloto,зло,
4,разграничаваме,razgranichavame,разграничаваме,
4,Кворумът,Kvorumat,кворумът,
4,благославяме,blagoslavyame,благославям,
4,грижим,grizhim,грижим,
4,притчата,pritchata,притчата,
4,общността,obshtnostta,общност,
4,веднъж,vednazh,веднъж,
4,срещу,sreshtu,срещу,
4,случват,sluchvat,случвам,
4,разбират,razbirat,разбирам,
4,32,32,32,
4,апостолите,apostolite,апостол,
4,34,34,34,
4,нямаме,nyamame,нямам,
4,татко,tatko,татко,
4,мач,mach,мач,
4,тъкмо,takmo,тъкмо,
4,Еспиноза,Espinoza,еспиноза,
4,видял,vidyal,видя,
4,ръководството,rakovodstvoto,ръководство,
4,Беше,Beshe,съм,
4,придобиваме,pridobivame,придобиваме,
4,желаем,zhelaem,желая,
4,поддържаме,poddarzhame,поддържаме,
4,Представете,Predstavete,представете,
4,конференцията,konferentsiyata,конференция,
4,родени,rodeni,роден,
4,случи,sluchi,случа,
4,Дали,Dali,дали,
4,силно,silno,силно,
4,загуба,zaguba,загуба,
4,техния,tehniya,техен,
4,затвора,zatvora,затвор,
4,слезе,sleze,слез,
4,препятствия,prepyatstviya,препятствие,
4,закони,zakoni,закон,
4,Яков,Yakov,яков,
4,пречи,prechi,преча,
4,мислене,mislene,мислене,
4,напредък,napredak,напредък,
4,спазвате,spazvate,спазвате,
4,Моите,Moite,мои,
4,отговора,otgovora,отговор,
4,намерим,namerim,намеря,
4,степен,stepen,степен,
4,Кен,Ken,кен,
4,Отговорът,Otgovorat,отговор,
4,имах,imah,имам,
4,Господните,Gospodnite,господните,
4,променени,promeneni,променя,
4,Давам,Davam,давам,
4,съветите,savetite,съветите,
4,започнем,zapochnem,започна,
4,очи,ochi,око,
4,чува,chuva,чувам,
4,обещание,obeshtanie,обещание,
4,безопасно,bezopasno,безопасен,
4,многократно,mnogokratno,многократен,
4,остават,ostavat,оставам,
4,синът,sinat,синът,
4,окаяността,okayanostta,окаяността,
4,злочестина,zlochestina,злочестина,
4,греха,greha,грях,
4,покаем,pokaem,покаем,
4,собствен,sobstven,собствен,
4,наказание,nakazanie,наказание,
4,враг,vrag,враг,
4,правосъдие,pravosadie,правосъдие,
4,живо,zhivo,жив,
4,болка,bolka,болка,
4,мъка,maka,мъка,
4,О,O,о,
4,Повечето,Povecheto,повечето,
4,стори,stori,сторя,
4,изпълнен,izpalnen,изпълня,
4,извършваме,izvarshvame,извършваме,
4,починал,pochinal,почина,
4,предвид,predvid,предвид,
4,единствено,edinstveno,единствено,
4,по-голяма,po-golyama,голям,
4,обичаните,obichanite,обичан,
4,идния,idniya,идния,
4,Далин,Dalin,далин,
4,Оукс,Ouks,оукс,
4,Ф.,F.,ф.,
4,Марк,Mark,марк,
4,К.,K.,к.,
4,присъединят,prisaedinyat,присъединя,
4,август,avgust,август,
4,2022,2022,2022,
4,общото,obshtoto,общ,
4,Н.,N.,н.,
4,Джеймс,Dzheyms,джеймс,
4,останалите,ostanalite,остана,
4,раздел,razdel,раздел,
4,средствата,sredstvata,средство,
4,отговорността,otgovornostta,отговорност,
4,Марин,Marin,марин,
4,несъмнено,nesamneno,несъмнен,
4,бъдеще,badeshte,бъдеще,
4,чиито,chiito,чийто,
4,курса,kursa,курс,
4,милиона,miliona,милион,
4,отбелязва,otbelyazva,отбелязвам,
4,благата,blagata,благ,
4,вест,vest,вест,
4,посланието,poslanieto,послание,
4,съвсем,savsem,съвсем,
4,Какъв,Kakav,какъв,
4,съществуване,sashtestvuvane,съществувам,
4,откровения,otkroveniya,откровения,
4,свързва,svarzva,свързвам,
4,предоставя,predostavya,предоставя,
4,необходими,neobhodimi,необходим,
4,заявление,zayavlenie,заявление,
4,затова,zatova,затова,
4,най-вече,nay-veche,най-вече,
4,сигурни,sigurni,сигурен,
4,лъч,lach,лъч,
4,победи,pobedi,победа,
4,успяват,uspyavat,успявам,
4,такава,takava,такъв,
4,спасени,spaseni,спася,
4,изпитвате,izpitvate,изпитвам,
4,направите,napravite,направа,
4,чувстват,chuvstvat,чувствам,
4,събития,sabitiya,събитие,
4,човешки,choveshki,човешки,
4,струва,struva,струва,
4,крилата,krilata,крилат,
4,поправи,popravi,поправя,
4,емоционално,emotsionalno,емоционално,
4,каже,kazhe,кажа,
4,делата,delata,дело,
4,опрощение,oproshtenie,опрощение,
4,благодарение,blagodarenie,благодарение,
4,Самият,Samiyat,сам,
4,малките,malkite,малко,
4,благодатта,blagodatta,благодат,
4,важност,vazhnost,важност,
4,участвате,uchastvate,участвам,
4,кауза,kauza,кауза,
4,участват,uchastvat,участвам,
4,духове,duhove,духове,
4,великото,velikoto,велик,
4,и…,i…,и…,
4,допълнение,dopalnenie,допълнение,
4,живи,zhivi,жив,
4,образование,obrazovanie,образование,
4,изпитва,izpitva,изпитвам,
4,изпратил,izpratil,изпратя,
4,разлика,razlika,разлика,
4,Все,Vse,все,
4,същата,sashtata,същи,
4,чувствам,chuvstvam,чувствам,
4,лице,litse,лице,
4,под,pod,под,
4,дядо,dyado,дядо,
4,достъпни,dostapni,достъпни,
4,Независимо,Nezavisimo,независим,
4,книга,kniga,книга,
4,заслужават,zasluzhavat,заслужавам,
4,наследство,nasledstvo,наследство,
4,уста,usta,уста,
4,защита,zashtita,защита,
4,увеличава,uvelichava,увеличавам,
4,определят,opredelyat,определям,
4,щастливи,shtastlivi,щастлив,
4,говорим,govorim,говорим,
4,Наистина,Naistina,наистина,
4,съзнателно,saznatelno,съзнателен,
4,Трето,Treto,трети,
4,съмнения,samneniya,съмнение,
4,лодката,lodkata,лодка,
4,водата,vodata,вода,
4,хвана,hvana,хвана,
4,Скоро,Skoro,скоро,
4,Друг,Drug,друг,
4,редовно,redovno,редовен,
4,всекидневно,vsekidnevno,всекидневно,
4,получил,poluchil,получа,
4,дадени,dadeni,даден,
4,обръща,obrashta,обръщам,
4,мъжете,mazhete,мъж,
4,приемем,priemem,приема,
4,думата,dumata,дума,
4,използват,izpolzvat,използвам,
4,слабости,slabosti,слабост,
4,достатъчно,dostatachno,достатъчно,
4,район,rayon,район,
4,заяви,zayavi,заявя,
4,съдържа,sadarzha,съдържам,
4,житейски,zhiteyski,житейски,
4,перспектива,perspektiva,перспектива,
4,видение,videnie,видение,
4,ад,ad,ад,
4,погрешно,pogreshno,погрешен,
4,селестиалното,selestialnoto,селестиалното,
4,видят,vidyat,видя,
4,29,29,29,
4,събрание,sabranie,събрание,
4,30,30,30,
4,онзи,onzi,онзи,
4,свидетел,svidetel,свидетел,
4,постоянна,postoyanna,постоянен,
4,опитваме,opitvame,опитвам,
4,изкупваща,izkupvashta,изкупваща,
4,сън,san,сън,
4,научим,nauchim,науча,
4,съветва,savetva,съветвам,
4,правилното,pravilnoto,правилен,
4,свидетели,svideteli,свидетел,
4,смелостта,smelostta,смелост,
4,Темата,Temata,тема,
4,храмовите,hramovite,храмовите,
4,партньор,partnyor,партньор,
4,Второто,Vtoroto,втори,
4,получават,poluchavat,получавам,
4,ръба,raba,ръб,
4,гърба,garba,гръб,
4,скалата,skalata,скала,
4,въжето,vazheto,въже,
4,коя,koya,коя,
4,личните,lichnite,личен,
4,Небесни,Nebesni,небесни,
4,Родители,Roditeli,родител,
4,радва,radva,радвам,
4,лечение,lechenie,лечение,
4,съблюдава,sablyudava,съблюдава,
4,желанието,zhelanieto,желание,
4,даден,daden,даден,
4,съд,sad,съд,
4,земното,zemnoto,земен,
4,конкретни,konkretni,конкретен,
4,нужди,nuzhdi,нужда,
4,Тяхната,Tyahnata,тяхна,
4,благоволение,blagovolenie,благоволение,
4,обещаните,obeshtanite,обещая,
4,робство,robstvo,робство,
4,Уилям,Uilyam,уилям,
4,счупено,schupeno,счупя,
4,изпълнението,izpalnenieto,изпълнение,
4,пръв,prav,пръв,
4,научава,nauchava,научавам,
4,Майра,Mayra,майра,
4,кръстени,krasteni,кръстен,
4,програма,programa,програма,
4,Единороден,Edinoroden,единороден,
4,скъп,skap,скъп,
4,работят,rabotyat,работя,
4,Религиозната,Religioznata,религиозен,
4,вдовица,vdovitsa,вдовица,
4,цял,tsyal,цял,
4,програмата,programata,програма,
4,области,oblasti,област,
4,конфликтите,konfliktite,конфликтите,
4,уверява,uveryava,уверявам,
4,принца,printsa,принца,
4,2018,2018,2018,
4,батерията,bateriyata,батерията,
4,удивление,udivlenie,удивление,
4,стадо,stado,стадо,
4,съкровищницата,sakrovishtnitsata,съкровищницата,
4,подемна,podemna,подемна,
3,нетърпение,netarpenie,нетърпение,
3,миналата,minalata,минал,
3,изпълва,izpalva,изпълва,
3,намират,namirat,намирам,
3,мирни,mirni,мирен,
3,молят,molyat,моля,
3,нуждаещите,nuzhdaeshtite,нужда́я се,
3,търсят,tarsyat,търся,
3,колкото,kolkoto,колкото,
3,напътствие,napatstvie,напътствие,
3,Идете,Idete,ида,
3,създание,sazdanie,създание,
3,обещал,obeshtal,обещая,
3,отговаряме,otgovaryame,отговаряме,
3,играе,igrae,играя,
3,изпълнява,izpalnyava,изпълнявам,
3,обещаното,obeshtanoto,обещая,
3,отслужвате,otsluzhvate,отслужвате,
3,способни,sposobni,способен,
3,въздействаща,vazdeystvashta,въздействаща,
3,Вашият,Vashiyat,Ваш,
3,принос,prinos,принос,
3,отслужите,otsluzhite,отслужите,
3,църковна,tsarkovna,църковен,
3,обстоятелствата,obstoyatelstvata,обстоятелство,
3,благодаря,blagodarya,благодаря,
3,съвет,savet,съвет,
3,внезапно,vnezapno,внезапно,
3,свързано,svarzano,свързан,
3,Голямата,Golyamata,голям,
3,издържа,izdarzha,издържа,
3,определен,opredelen,определен,
3,събранията,sabraniyata,събрание,
3,града,grada,града,
3,Великобритания,Velikobritaniya,Великобритания,
3,помогнаха,pomognaha,помо́гна,
3,сесията,sesiyata,сесия,
3,никое,nikoe,ни́кой,
3,месеца,mesetsa,месец,
3,Холанд,Holand,холанд,
3,прекрасни,prekrasni,прекрасен,
3,Дж,Dzh,дж,
3,Поглеждайки,Poglezhdayki,поглеждам,
3,по-ясно,po-yasno,ясен,
3,скъпа,skapa,скъп,
3,скоро,skoro,скоро,
3,сподели,spodeli,споделя,
3,напомни,napomni,напомня,
3,Ученията,Ucheniyata,учене,
3,тема,tema,тема,
3,потвърди,potvardi,потвърдя,
3,мое,moe,мое,
3,основна,osnovna,основен,
3,апостол,apostol,апостол,
3,отслужването,otsluzhvaneto,отслужването,
3,стремите,stremite,стремите,
3,Знаем,Znaem,знам,
3,пандемията,pandemiyata,пандемията,
3,причини,prichini,причина,
3,насърчавам,nasarchavam,насърчавам,
3,2020,2020,2020,
3,вършите,varshite,върша,
3,технологиите,tehnologiite,технология,
3,откривате,otkrivate,откривате,
3,носи,nosi,нося,
3,Мосия,Mosiya,мосия,
3,стават,stavat,ставам,
3,дойда,doyda,дойда,
3,първия,parviya,първи,
3,Имах,Imah,имам,
3,кръщелния,krashtelniya,кръщелния,
3,ученик,uchenik,ученик,
3,трябваше,tryabvashe,трябвам,
3,елементи,elementi,елемент,
3,поддържа,poddarzha,поддържам,
3,завета,zaveta,завета,
3,приеме,prieme,приема,
3,възможности,vazmozhnosti,възможност,
3,надарени,nadareni,надарени,
3,съществуват,sashtestvuvat,съществувам,
3,средства,sredstva,средство,
3,готовност,gotovnost,готовност,
3,покланяме,poklanyame,покланяме,
3,скъпоценни,skapotsenni,скъпоценни,
3,стая,staya,стая,
3,сграда,sgrada,сграда,
3,дейност,deynost,дейност,
3,общност,obshtnost,общност,
3,изпълняваме,izpalnyavame,изпълняваме,
3,вършат,varshat,върша,
3,предоставят,predostavyat,предоставят,
3,развитието,razvitieto,развитие,
3,принадлежност,prinadlezhnost,принадлежност,
3,съществува,sashtestvuva,съществувам,
3,организациите,organizatsiite,организациите,
3,възрасти,vazrasti,възрасти,
3,устои,ustoi,устоя,
3,тялото,tyaloto,тяло,
3,десятък,desyatak,десятък,
3,довеждаме,dovezhdame,довеждам,
3,страдащи,stradashti,страдащи,
3,Нима,Nima,нима,
3,връзки,vrazki,връзка,
3,излезе,izleze,изляза,
3,страдащите,stradashtite,страдам,
3,укрепваща,ukrepvashta,укрепваща,
3,подновяваме,podnovyavame,подновяваме,
3,лесни,lesni,лесен,
3,Стремим,Stremim,стремя,
3,радостно,radostno,радостен,
3,Сюзън,Syuzan,сюзън,
3,факта,fakta,факт,
3,уча,ucha,уча,
3,жар,zhar,жар,
3,изучавам,izuchavam,изучавам,
3,противникът,protivnikat,противник,
3,мисля,mislya,мисля,
3,пръта,prata,прът,
3,величественото,velichestvenoto,величественото,
3,влияния,vliyaniya,влияние,
3,Учението,Uchenieto,учение,
3,разсейващи,razseyvashti,разсейващи,
3,фактори,faktori,фактор,
3,съсредоточена,sasredotochena,съсредоточен,
3,действие,deystvie,действие,
3,правда,pravda,правда,
3,прати,prati,пратя,
3,достойно,dostoyno,достойно,
3,поемаме,poemame,поемаме,
3,мисъл,misal,мисъл,
3,следния,sledniya,следен,
3,презрение,prezrenie,презрение,
3,важността,vazhnostta,важност,
3,доверени,dovereni,доверени,
3,важните,vazhnite,важен,
3,модел,model,модел,
3,тяхното,tyahnoto,тяхно,
3,отдадени,otdadeni,отдадени,
3,Заветите,Zavetite,заветите,
3,действат,deystvat,действам,
3,придържаме,pridarzhame,придържаме,
3,братята,bratyata,брат,
3,вслуша,vslusha,вслушам,
3,погине,pogine,погине,
3,обърнете,obarnete,обърна,
3,станало,stanalo,стана,
3,славата,slavata,слава,
3,записани,zapisani,запиша,
3,обръщайте,obrashtayte,обръщайте,
3,меч,mech,меч,
3,могъщ,mogasht,могъщ,
3,преживяваме,prezhivyavame,преживявам,
3,пререкания,prerekaniya,пререкания,
3,философии,filosofii,философии,
3,новините,novinite,новина,
3,защитени,zashtiteni,защитен,
3,социален,sotsialen,социален,
3,последователите,posledovatelite,последовател,
3,наречем,narechem,нарека,
3,потомство,potomstvo,потомство,
3,Христови,Hristovi,христови,
3,Браун,Braun,браун,
3,Сан,San,сан,
3,отговаря,otgovarya,отговарям,
3,големите,golemite,големя,
3,най-добрите,nay-dobrite,добър,
3,смятаме,smyatame,смятам,
3,Кое,Koe,кой,
3,вътрешната,vatreshnata,вътрешен,
3,принципа,printsipa,принцип,
3,поставят,postavyat,поставям,
3,центъра,tsentara,център,
3,мислят,mislyat,мисля,
3,различен,razlichen,различен,
3,полагаме,polagame,полагаме,
3,Онзи,Onzi,онзи,
3,опитват,opitvat,опитвам,
3,удоволствието,udovolstvieto,удоволствието,
3,превръщат,prevrashtat,превръщам,
3,гняв,gnyav,гняв,
3,Мбужи-Майи,Mbuzhi-Mayi,мбужи-майи,
3,специално,spetsialno,специален,
3,образованието,obrazovanieto,образование,
3,спомням,spomnyam,спомням,
3,духа,duha,духам,
3,33,33,33,
3,октомври,oktomvri,октомври,
3,църковните,tsarkovnite,църковен,
3,остана,ostana,остана,
3,отговорих,otgovorih,отговоря,
3,Сигурен,Siguren,сигурен,
3,Майка,Mayka,майка,
3,футболен,futbolen,футболен,
3,мача,macha,мач,
3,Брат,Brat,брат,
3,ръководство,rakovodstvo,ръководство,
3,два,dva,два,
3,помогна,pomogna,помогна,
3,водя,vodya,водя,
3,налага,nalaga,налагам,
3,можех,mozheh,мога,
3,щях,shtyah,ща,
3,Господният,Gospodniyat,господният,
3,слушаме,slushame,слушам,
3,внимателно,vnimatelno,внимателно,
3,осъществява,osashtestvyava,осъществявам,
3,Според,Spored,според,
3,Дъг,Dag,дъг,
3,зад,zad,зад,
3,Пътят,Patyat,път,
3,дълъг,dalag,дълъг,
3,тяхна,tyahna,те́хен,
3,Либърти,Libarti,либърти,
3,започна,zapochna,започна,
3,трети,treti,трети,
3,ключът,klyuchat,ключ,
3,светла,svetla,светъл,
3,предполага,predpolaga,предполагам,
3,изборите,izborite,избор,
3,вината,vinata,вина,
3,превърне,prevarne,превърна,
3,истинската,istinskata,истински,
3,пълнотата,palnotata,пълнотата,
3,стълбата,stalbata,стълба,
3,Нийл,Niyl,нийл,
3,Помислете,Pomislete,помисля,
3,решил,reshil,реша,
3,Мери,Meri,мери,
3,Кей,Key,кей,
3,Попитах,Popitah,попитам,
3,ясен,yasen,ясен,
3,спътник,spatnik,спътник,
3,Кристин,Kristin,кристин,
3,песента,pesenta,песен,
3,ветрове,vetrove,ветрове,
3,безкрайната,bezkraynata,безкраен,
3,атаки,ataki,атака,
3,градим,gradim,градим,
3,рязко,ryazko,рязко,
3,избере,izbere,избера,
3,умре,umre,умра,
3,собствено,sobstveno,собствен,
3,во,vo,во,
3,веки,veki,веки,
3,веков,vekov,веков,
3,същността,sashtnostta,същност,
3,красива,krasiva,красив,
3,смъртен,smarten,смъртен,
3,смел,smel,смел,
3,Адам,Adam,адам,
3,детето,deteto,дете,
3,промяната,promyanata,промяна,
3,свидетелстваме,svidetelstvame,свидетелстваме,
3,даровете,darovete,дар,
3,напътства,napatstva,напътства,
3,най-добре,nay-dobre,добре́,
3,молитвата,molitvata,молитвата,
3,кажи,kazhi,кажа,
3,тържествено,tarzhestveno,тържествен,
3,поканил,pokanil,поканя,
3,наясно,nayasno,наясно,
3,любящо,lyubyashto,любящо,
3,висшите,visshite,висш,
3,съветник,savetnik,съветник,
3,Ухтдорф,Uhtdorf,ухтдорф,
3,Дейвид,Deyvid,дейвид,
3,Тод,Tod,тод,
3,Кристоферсън,Kristofersan,кристоферсън,
3,знак,znak,знак,
3,областни,oblastni,областни,
3,освобождаваме,osvobozhdavame,освобождаваме,
3,Шарън,Sharan,шарън,
3,висши,visshi,висш,
3,45,45,45,
3,по-рано,po-rano,ра́но,
3,считано,schitano,считано,
3,финансови,finansovi,финансов,
3,професионалисти,profesionalisti,професионалист,
3,църковни,tsarkovni,църковен,
3,материално,materialno,материален,
3,преподава,prepodava,преподава,
3,директор,direktor,директор,
3,седем,sedem,седем,
3,продължение,prodalzhenie,продължение,
3,напаст,napast,напаст,
3,очевидно,ochevidno,очевидно,
3,насилието,nasilieto,насилие,
3,отдавна,otdavna,отдавна,
3,започне,zapochne,започна,
3,търсене,tarsene,търсене,
3,ентусиазъм,entusiazam,ентусиазъм,
3,курс,kurs,курс,
3,посетили,posetili,посетя,
3,получили,poluchili,получа,
3,поколение,pokolenie,поколение,
3,ученичество,uchenichestvo,ученичество,
3,предпазени,predpazeni,предпазени,
3,решен,reshen,реша,
3,събират,sabirat,събирам,
3,извършват,izvarshvat,извършвам,
3,човешкото,choveshkoto,човешки,
3,последовател,posledovatel,последовател,
3,доволни,dovolni,доволен,
3,тясна,tyasna,тесен,
3,бой,boy,бой,
3,вярвай,vyarvay,вярвам,
3,избави,izbavi,избавя,
3,предпазва,predpazva,предпазвам,
3,свещен,sveshten,свещен,
3,отчаяние,otchayanie,отчаяние,
3,каквито,kakvito,какъвто,
3,вечната,vechnata,вечен,
3,ценени,tseneni,ценени,
3,Учител,Uchitel,учител,
3,станали,stanali,стана,
3,бежанци,bezhantsi,бежанец,
3,Познавам,Poznavam,познавам,
3,дошъл,doshal,дойда,
3,грижа,grizha,грижа,
3,Ходете,Hodete,ходя,
3,страха,straha,страх,
3,същества,sashtestva,същество,
3,изцелението,iztselenieto,изцелението,
3,мрака,mraka,мрак,
3,даваща,davashta,давам,
3,чувството,chuvstvoto,чувство,
3,дълбините,dalbinite,дълбина,
3,единителна,edinitelna,единителна,
3,никакъв,nikakav,никакъв,
3,власт,vlast,власт,
3,милостта,milostta,милостта,
3,несправедливо,nespravedlivo,несправедлив,
3,обвинения,obvineniya,обвиня,
3,врата,vrata,врата,
3,влиза,vliza,влизам,
3,изкупи,izkupi,изкупя,
3,изкупени,izkupeni,изкупя,
3,виж,vizh,видя,
3,часът,chasat,час,
3,вдъхновение,vdahnovenie,вдъхновение,
3,приели,prieli,приема,
3,отбор,otbor,отбор,
3,последни,posledni,последен,
3,важна,vazhna,важен,
3,огромна,ogromna,огромен,
3,повярва,povyarva,повярвам,
3,откриваме,otkrivame,откривам,
3,починали,pochinali,починали,
3,представа,predstava,представа,
3,Бразилия,Braziliya,Бразилия,
3,влезе,vleze,вляза,
3,университет,universitet,университет,
3,идеята,ideyata,идея,
3,Няколко,Nyakolko,няколко,
3,изключение,izklyuchenie,изключение,
3,вятър,vyatar,вятър,
3,възлюбена,vazlyubena,възлюбена,
3,уповавам,upovavam,уповавам,
3,последствия,posledstviya,последствие,
3,изпратени,izprateni,изпратя,
3,Уолтър,Uoltar,уолтър,
3,роди,rodi,рода,
3,четирите,chetirite,четири,
3,1820,1820,1820,
3,спомени,spomeni,спомена,
3,имена,imena,име,
3,братовчеди,bratovchedi,братовчеди,
3,имената,imenata,име,
3,корени,koreni,корен,
3,Европа,Evropa,Европа,
3,посещение,poseshtenie,посещение,
3,Там,Tam,там,
3,семейна,semeyna,семеен,
3,поколенията,pokoleniyata,поклонение,
3,разкази,razkazi,разказ,
3,повечето,povecheto,повечето,
3,семейни,semeyni,семеен,
3,прощаваме,proshtavame,прощавам,
3,семейната,semeynata,семеен,
3,чудесата,chudesata,чудо,
3,създават,sazdavat,създавам,
3,прекалено,prekaleno,прекалено,
3,присъствие,prisastvie,присъствие,
3,представим,predstavim,представя,
3,продължат,prodalzhat,продължа,
3,съвършени,savarsheni,съвършен,
3,възкресение,vazkresenie,възкресение,
3,пълнота,palnota,пълнота,
3,ваши,vashi,ваши,
3,вървеше,varveshe,вървя,
3,неговия,negoviya,негов,
3,подготвил,podgotvil,подготвил,
3,прекрасен,prekrasen,прекрасен,
3,надяваме,nadyavame,надявам,
3,езерото,ezeroto,езеро,
3,сутринта,sutrinta,сутрин,
3,Мога,Moga,мога,
3,Алонсо,Alonso,алонсо,
3,причината,prichinata,причина,
3,следвайте,sledvayte,следвайте,
3,личното,lichnoto,личен,
3,Означава,Oznachava,означавам,
3,истинна,istinna,истинен,
3,вода,voda,вода,
3,потенциал,potentsial,потенциал,
3,постига,postiga,постигам,
3,Какви,Kakvi,какъв,
3,променили,promenili,променя,
3,използва,izpolzva,използвам,
3,Дъфи,Dafi,дъфи,
3,истинското,istinskoto,истински,
3,природа,priroda,природа,
3,най-великият,nay-velikiyat,най-велик,
3,вярвайки,vyarvayki,вярвам,
3,Мороний,Moroniy,мороний,
3,смирят,smiryat,смирят,
3,слабите,slabite,слаб,
3,смирим,smirim,смирим,
3,поведението,povedenieto,поведение,
3,условие,uslovie,условие,
3,пречиства,prechistva,пречиствам,
3,младежките,mladezhkite,младежките,
3,свой,svoy,свой,
3,ред,red,ред,
3,фараона,faraona,фараона,
3,война,voyna,война,
3,леглото,legloto,легло,
3,личност,lichnost,личност,
3,отговорът,otgovorat,отговор,
3,онази,onazi,онзи,
3,приемане,priemane,приемане,
3,значително,znachitelno,значителен,
3,най-важните,nay-vazhnite,важен,
3,праведен,praveden,праведен,
3,осигуряват,osiguryavat,осигурявам,
3,76,76,76,
3,представлява,predstavlyava,представлявам,
3,Хората,Horata,хора,
3,Животът,Zhivotat,живот,
3,еврейски,evreyski,еврейски,
3,праведността,pravednostta,праведността,
3,знаят,znayat,зная,
3,немощните,nemoshtnite,немощните,
3,измежду,izmezhdu,измежду,
3,Великден,Velikden,Великден,
3,благословията,blagosloviyata,благословията,
3,заключение,zaklyuchenie,заключение,
3,област,oblast,област,
3,Йехова,Yehova,йехова,
3,споделянето,spodelyaneto,споделянето,
3,включват,vklyuchvat,включвам,
3,публика,publika,публика,
3,музиката,muzikata,музика,
3,провеждат,provezhdat,провеждам,
3,свързана,svarzana,свързан,
3,възможностите,vazmozhnostite,възможност,
3,необходимото,neobhodimoto,необходим,
3,Ню,Nyu,ню,
3,Йорк,York,йорк,
3,изведнъж,izvednazh,изведнъж,
3,кладенеца,kladenetsa,кладенец,
3,изпълним,izpalnim,изпълним,
3,положение,polozhenie,положение,
3,здраве,zdrave,здраве,
3,Месията,Mesiyata,месията,
3,град,grad,град,
3,насърчава,nasarchava,насърчавам,
3,черпим,cherpim,черпя,
3,сол,sol,сол,
3,Царе,Tsare,цар,
3,вслушва,vslushva,вслушвам,
3,скръб,skrab,скръб,
3,сама,sama,сам,
3,бремето,bremeto,бреме,
3,бушуват,bushuvat,бушувам,
3,пътеката,patekata,пътека,
3,Понеже,Ponezhe,понеже,
3,направил,napravil,направя,
3,Сестра,Sestra,сестра,
3,отвърна,otvarna,отвърна,
3,питаме,pitame,питам,
3,търсим,tarsim,търся,
3,най-важни,nay-vazhni,важен,
3,показваме,pokazvame,показваме,
3,представите,predstavite,представа,
3,разум,razum,разум,
3,пътища,patishta,път,
3,оправя,opravya,оправя,
3,пътеките,patekite,пътеките,
3,прилагаме,prilagame,прилагаме,
3,Колкото,Kolkoto,колкото,
3,неговата,negovata,негова,
3,характер,harakter,характер,
3,Нуждаем,Nuzhdaem,нуждая,
3,управлението,upravlenieto,управление,
3,спътничеството,spatnichestvoto,спътничеството,
3,привилегии,privilegii,привилегия,
3,посвещаваме,posveshtavame,посвещаваме,
3,замяна,zamyana,замяна,
3,спазвам,spazvam,спазвам,
3,Някога,Nyakoga,някога,
3,надолу,nadolu,надолу,
3,половината,polovinata,половина,
3,човекът,chovekat,човек,
3,краката,krakata,крак,
3,изпитанията,izpitaniyata,изпитанията,
3,по-висш,po-vissh,висш,
3,т,t,т,
3,среща,sreshta,среща,
3,поправим,popravim,поправим,
3,привилегия,privilegiya,привилегия,
3,брака,braka,брак,
3,защитата,zashtitata,защита,
3,по-задълбочено,po-zadalbocheno,по-задълбочен,
3,Обмислете,Obmislete,обмислете,
3,Подобни,Podobni,подобен,
3,чакаме,chakame,чакам,
3,абзац,abzats,абзац,
3,решения,resheniya,решене,
3,помощта,pomoshtta,помощ,
3,сериозно,seriozno,сериозно,
3,човешка,choveshka,човешки,
3,гледа,gleda,гледам,
3,35,35,35,
3,израстваме,izrastvame,израстваме,
3,разбирал,razbiral,разбирам,
3,Бригъм,Brigam,бригъм,
3,Йънг,Yang,йънг,
3,подчинение,podchinenie,подчинение,
3,плод,plod,плод,
3,Оногова,Onogova,оногози,
3,смърт,smart,смърт,
